Size,OG,FG,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PitchRate,PrimaryTemp,ABV,IBU
20.82,1.067,1.016,15.49,28.39,90,1.049,82,1.25,1,19.44,6.71,78.11
20.82,1.077,1.017,5.56,26.5,90,1.061,75,1.5,1.25,18.33,7.92,35.02
23.5,1.049,1.01,15.15,30,60,1.038,78,3,1.25,18,5.12,28.86
18.93,1.07,1.016,13.75,22.71,60,1.058,70,1.5,0.35,20,7.11,43.15
24.61,1.072,1.018,16.25,32.18,70,1.055,71,1.5,1,20,7.51,57.36
22.71,1.056,1.014,5.99,30.28,60,1.042,70,1.5,0.5,20,5.51,38.05
12,12.0859,3.11451,3.73,10,60,14.4,65,3,0.35,16,4.8,28.08
11.5,1.054,1.012,3.4,13,90,1.048,70,3,0.5,14,5.54,39.73
20.82,1.061,1.009,8.2,26.5,60,1.048,75,1.25,1,20,6.76,77.87
23.09,1.045,1.011,6,28.39,60,1.037,70,1.4,0.75,18.33,4.42,35.34
21,1.051,1.01,3.3,27.5,65,1.039,67,3,1.5,12,5.27,31.46
20,1.066,1.011,36.47,26,75,1.051,70,3.5,0.5,14,7.19,37.88
22.71,1.061,1.016,5.56,28.39,60,1.049,70,1.5,0.5,20,5.99,184.76
174.13,1.064,1.015,4.56,189.27,60,1.059,70,1.15,0.5,17.22,6.48,71.69
58,11.3242,1.86637,3.19,75,90,8.8,86,3,0.5,21,5.02,26.05
20,1.05,1.012,42.45,23,60,1.044,65,2.5,0.35,19,5.02,45.51
45.42,1.055,1.012,5.32,56.4,90,1.045,80,1.5,0.75,18.89,5.67,40.84
18,1.057,1.015,20.71,28.5,60,1.036,55,5.1,0.35,20,5.44,47.03
24,9.61337,2.71128,12.84,18,70,12.7,60,3,0.5,18,3.65,24.92
3.79,1.029,1.01,13.73,11.36,60,1.01,35,1.5,0.35,16.67,2.54,18.01
22,1.047,1.01,4.78,28,60,1.037,68,4,0.5,12,4.82,24.97
22.71,1.059,1.021,36.51,32.18,60,1.041,75,1.3,0.75,20,4.89,35.78
23,1.044,1.011,3.07,28,60,1.036,75,3.51,0.75,18,4.3,14.08
60,1.084,1.019,13.01,66,60,1.076,75,1.5,0.35,18,8.48,59.64
20.82,1.07,1.019,4.61,20.82,60,1.07,80,1.5,0.35,21.11,6.64,63.8
23,1.06,1.014,4.9,28.5,60,1.048,80,2.7,0.35,16,6.1,35.16
41.64,1.042,1.008,5.09,43.53,60,1.04,70,3.28,0.75,17.78,4.44,32.68
79.49,1.048,1.014,29.58,83.28,60,1.046,68,1.5,0.75,21.11,4.5,40.89
19,1.068,1.013,13.24,23,60,1.056,70,3,0.75,18,7.32,22.8
20.82,1.063,1.017,9.75,24.61,60,1.053,76,1.5,1,18.33,5.93,38.02
18.93,1.044,1.01,5.9,28.39,60,1.03,75,1.5,0.75,19.44,4.49,30.01
20.82,1.074,1.026,17.28,28.39,65,1.054,70,1.25,0.75,19.44,6.34,60.97
121.13,1.068,1.017,8.72,132.49,60,1.062,80,1.5,0.5,20,6.93,41.99
28,1.067,1.019,8.4,29,75,1.065,87.5,3,1,19,6.4,32.13
5,1.05,1.012,5.95,6.6,60,1.038,85,3,0.5,25,4.92,34.1
27,1.052,1.009,49.93,32,60,1.044,70,2.5,0.75,16,5.65,56.9
20.82,1.041,1.005,5.21,28.39,60,1.03,72,1.5,1,19.44,4.72,24.91
62,1.051,1.011,3.08,75,60,1.042,80,3,0.75,19,5.26,29.47
41.64,1.053,1.014,8.28,49.21,60,1.045,60,1.5,0.75,18.89,5.2,30.32
20.82,1.057,1.014,22.08,24.61,60,1.048,72,1.35,0.75,15.56,5.74,44.48
20.82,1.066,1.014,6.97,28.39,90,1.04,60,1.3,1.25,20,6.89,56.71
23,1.045,1.008,5.97,28,60,1.037,65,5,0.35,17,4.83,19.6
20.82,1.048,1.014,9.34,30.28,90,1.033,83,1.25,1.5,18.33,4.51,28.32
18.93,1.043,1.009,19.47,28.39,60,1.029,35,1.5,0.35,20,4.45,98.72
13.25,1.085,1.028,17.62,20.82,60,1.054,50,1.5,1,20,7.42,99.34
22.71,1.067,1.013,7.29,30.28,90,1.05,70,1.5,1,20.56,7.05,68.77
18.93,1.052,1.003,3.64,28.5,90,1.034,80,3,0.35,21,6.35,22.34
25,1.061,1.015,16.48,30,75,1.051,70,3,0.35,20,6.09,56.59
19.68,1.058,1.015,34.02,24.61,60,1.047,78,1.3,0.35,21.11,5.71,89.11
22.71,1.1,1.027,35.78,30.28,60,1.075,78,1.25,1,19.44,9.55,40.04
11,11.9901,2.45582,15.64,18,60,7.4,70,3,0.75,23,5.08,30.96
18.93,1.057,1.012,9.9,26.5,60,1.041,68,1.2,0.75,18.33,5.94,82.81
23,1.041,1.009,5.74,15,60,1.063,63,3,0.75,20,4.15,34.56
20.82,1.048,1.011,27.8,28.39,60,1.035,35,1.5,0.5,18.33,4.77,33.21
23,1.04,1.007,4.34,30.5,60,1.03,79,2.5,0.35,18,4.28,28.74
22,1.053,1.014,5.01,28.5,60,1.041,75,3,0.35,20,5.13,31.56
20.82,1.061,1.019,9.97,28.39,60,1.045,70,1.25,0.5,21.11,5.54,41.84
39.75,1.05,1.009,4.68,49.21,75,1.04,70,1.33,2,20,5.41,34.94
20.82,1.06,1.014,10.94,28.39,60,1.044,70,1.5,0.35,17.22,6.03,53.13
20.82,1.049,1.01,9.34,28.39,90,1.036,75,1.5,1,20,5.07,31.15
35.96,1.084,1.017,13.17,42.28,90,1.072,73,1.25,1.25,20,8.82,33.99
9.46,1.058,1.012,11.76,15.14,60,1.026,65,1.5,0.35,20,6.08,0
41.64,1.036,1.009,9.26,49.21,60,1.031,71,1.35,1.75,16.67,3.59,12.51
18.93,1.067,1.013,3.84,28.01,90,1.045,80,1.25,0.35,21.11,7.16,25.22
38,1.034,1.01,5.93,41,60,1.031,35,3,0.35,20,3.1,32.18
22.5,1.071,1.022,6.82,22.5,75,1.071,70,3.9,0.35,19.5,6.44,29.97
13.25,1.07,1.019,10.1,18.93,90,1.049,70,1.5,0.5,18.89,6.73,88.17
20.9,1.054,1.01,4.98,24.9,60,1.045,75,2.7,0.5,19,5.9,77.38
22.71,1.041,1.009,2.99,30.28,90,1.031,70,1.5,0.35,21.67,4.15,46.23
22.71,1.05,1.011,3.69,26.5,60,1.043,70,1.5,0.75,21.11,5.19,13.47
21,1.051,1.007,4.87,28.5,60,1.037,75,3,0.35,23,5.79,8.05
19.87,1.059,1.01,11.91,22.52,60,1.052,75,1.82,0.5,18.33,6.4,38.54
46.2,1.07,1.024,45.41,60.6,90,1.047,64,4,1,21,6.03,22.94
45.42,1.057,1.013,3.85,56.4,60,1.046,85,1.5,0.5,18.89,5.75,58.64
28.39,1.062,1.014,9.67,34.26,60,1.051,75,1.5,1.5,10,6.22,29.84
43.53,1.062,1.016,3.77,53,60,1.051,80,1.33,1.25,17.78,6.07,26.6
80,1.05,1.011,3.17,90,60,1.044,70,3,0.75,21,5.05,30.28
23.96,1.052,1.007,7.95,26.5,60,1.047,82,1.5,0.75,20,5.99,47.32
20,1.051,1.011,5.49,15,60,1.068,67,3,0.75,20,5.34,31.7
5,1.082,1.015,41.5,7,60,1.058,65,3,0.75,20,8.72,36.59
21,1.063,1.014,6.03,29,75,1.046,70,2.6,0.75,17,6.47,21.12
15,1.06,1.015,14.47,18,60,1.05,77,5,0.75,19,5.87,35.56
20.82,1.061,1.018,48.06,28.39,60,1.044,70,1.25,0.35,21.11,5.56,28.94
20.82,1.044,1.008,7.16,32.18,60,1.028,35,1.5,1,19.44,4.74,0
22.5,1.056,1.011,12.46,28,60,1.045,70,3,0.35,18,5.9,31.88
100,1.093,1.015,42.78,110,90,1.085,75,2.5,1.25,20,10.2,52.23
20.82,1.044,1.011,23.69,23.66,60,1.039,62,1.25,0.5,17.78,4.48,28.68
22,1.07,1.014,8.16,30,60,1.051,70,3,0.75,20,7.7,67.74
20.82,1.049,1.009,3.5,26.5,60,1.039,70,1.5,0.35,21.11,5.32,20.22
90,1.046,1.007,3.69,100,70,1.042,70,3.1,0.35,18,5.25,14.11
50,1.054,1.015,5.53,56,60,1.048,75,2.5,1,28,5.06,0
18.93,1.051,1.012,8.04,25.78,90,1.038,70,1.332,0.5,20,5.21,31.39
20.82,1.063,1.012,9.81,26.5,60,1.05,60,1.5,0.5,18.89,6.71,82.64
59.62,1.068,1.016,5,74.76,60,1.055,69,1.25,2,11.67,7.28,42.74
22.71,1.053,1.014,10.74,30.28,60,1.04,75,1.25,0.75,14.44,5.02,28.01
37.85,1.059,1.015,8.49,45.42,90,1.049,80,1.5,1.75,10,5.81,21.48
21,11.5234,2.68766,7.04,25,60,9.7,75,3,0.35,20,4.71,50.48
21,1.059,1.014,10.73,28,90,1.044,65,3,1,20,5.91,21.42
9.08,1.054,1.013,22.34,13.25,60,1.037,63,1.25,0.75,19.44,5.3,36.96
20.82,1.083,1.017,5.64,28.39,60,1.046,75,1.25,0.75,18.33,8.74,40.8
20.82,1.055,1.013,5.54,28.39,60,1.04,75,1.45,1,19.44,5.48,47.51
18,1.076,1.01,5.41,26,80,1.052,66,3.6,0.75,19,9.02,34.21
20.82,1.081,1.019,6.29,28.39,60,1.059,70,1.5,0.5,20,8.14,109.41
24.61,1.055,1.013,18.2,34.45,90,1.039,70,2,0.75,16.67,5.47,15.24
20.82,1.086,1.022,17.92,32.18,90,1.056,62,1.25,1,16.67,8.44,33.01
15.14,1.052,1.012,4.32,22.71,90,1.035,75,1.5,0.35,20,5.18,0
37.85,1.109,1.026,4.38,66.24,90,1.062,65,1.5,0.35,21.11,10.87,107.81
21,1.048,1.01,5.1,28.5,70,1.036,70,5,0.35,18,5.02,41.62
22.71,1.057,1.016,22.09,30.28,90,1.043,75,0.5,1.25,10,5.33,29.09
27.5,1.065,1.016,22.84,32.5,90,1.055,77,3,1,18,6.42,39.3
18.93,1.073,1.013,6.68,24.61,90,1.056,72.8,1.5,0.35,20,7.81,91.14
47.32,1.081,1.019,14.34,54.89,90,1.07,75,1.25,0.5,16.67,8.13,26.19
21,1.051,1.013,13.51,28.5,60,1.038,70,3,0.35,22,5.05,39.74
43.53,1.059,1.015,9.39,47.32,60,1.054,72,1.6,0.75,18.89,5.78,49.27
20.82,1.09,1.021,6.64,28.39,60,1.056,75,1.5,0.75,21.11,9.01,0
22.71,1.064,1.016,11.94,28.39,60,1.051,70,1.5,0.75,19.44,6.35,58.88
24.61,1.067,1.016,43.17,32.18,90,1.047,70,2.6,1,18.89,6.69,59.04
20.82,1.05,1.011,15.76,27.44,60,1.038,79,1.45,0.75,18.33,5.06,22.92
18.93,1.053,1.009,8.28,26.91,60,1.037,75,1.5,0.35,21.11,5.74,40.48
25,1.061,1.012,5.97,29,70,1.053,70,2.7,0.35,19,6.47,57.51
20,1.05,1.017,5.58,12,60,1.084,61,3.1,0.35,20,4.3,10.56
23,1.045,1.009,3.26,28,60,1.037,75,3.5,1.5,12,4.73,32.75
18.93,1.066,1.013,8.39,18.93,60,1.049,61,1.5,0.5,12.78,6.99,195.39
20.82,1.061,1.003,4.38,28.39,60,1.045,70,1.5,0.35,21.11,7.58,18.48
42,1.05,1.011,5,50,60,1.042,75,3,0.75,13,5.11,6.81
21,1.058,1.013,8.06,31,90,1.039,77,3.2,0.75,20,5.94,21.82
20.82,1.051,1.006,6.5,28.39,60,1.038,68,1.5,1,27.78,5.9,28.47
80,1.055,1.01,7.93,85,65,1.051,65,3,0.35,20,5.8,36.01
20.82,1.046,1.008,4.96,28.39,60,1.034,78,1.25,1.25,18.89,4.99,19.24
41.64,1.052,1.011,6.42,53,60,1.041,65,1.5,0.35,25.56,5.3,7.34
20.82,1.074,1.021,8.5,28.39,60,1.054,70,1.5,2,20,6.9,83.76
21,1.036,1.006,2.63,21,15,1.036,75,3.5,0.35,10,3.86,36.8
41.64,1.054,1.019,37.85,51.1,60,1.044,75,1.5,0.35,18.33,4.56,33.22
22.71,1.049,1.011,6.86,28.39,60,1.039,70,1.5,0.75,20,4.97,41.38
4.16,1.109,1.031,6.77,6.81,60,1.067,60,1.5,1.25,19.44,10.2,116.38
20.82,1.059,1.015,5.62,28.39,75,1.043,75,1.5,0.75,21.67,5.81,42.54
37.85,1.052,1.013,5.42,45.42,60,1.044,70,1.75,0.35,19.44,5.2,44.11
20.82,1.053,1.013,5.56,28.39,60,1.039,55,1.5,0.35,18.33,5.24,19.61
11.36,1.115,1.044,40,17.03,90,1.077,60,1.3,1.25,21.11,9.27,36.57
20.82,1.043,1.009,4.48,24.61,60,1.036,72,1.65,1.5,17.78,4.38,24.66
22.71,1.067,1.018,4.36,26.5,60,1.058,75,1.5,0.35,20.56,6.44,66.26
20.82,1.063,1.012,4.74,28.39,60,1.046,70,1.5,1,17.78,6.77,30.62
41.64,1.06,1.015,3.93,47.32,60,1.053,80,1.5,1,17.78,5.85,0
20.82,1.051,1.013,32.65,28.39,60,1.037,65,1.5,0.35,21.11,4.98,34.98
41.64,1.061,1.013,7.93,53.94,90,1.047,68,1.5,0.75,21.11,6.28,82.34
28,1.053,1.015,5.73,30,60,1.049,70,5,0,13,5,49.43
23,1.073,1.013,13.13,36,60,1.047,75,2.6,1.25,19,7.87,63.64
20.82,1.062,1.014,6.75,28.39,60,1.045,70,1.5,1,19.44,6.25,23.02
18.93,1.048,1.013,4.19,26.5,90,1.035,75,1.5,1.5,10,4.6,34.48
23,1.042,1.01,8.56,28.5,90,1.034,80,2.5,0.75,20,4.23,35.29
18.93,1.07,1.024,41.77,28.39,60,1.047,70,1.25,0.35,21.11,6.06,32.32
20.82,1.049,1.012,12.04,26.5,60,1.039,77,1.5,0.75,15.56,4.84,41.32
9.46,1.044,1.01,30.58,11.36,60,1.037,75,1.5,0.75,21.11,4.47,18.95
20.82,1.075,1.013,14.74,28.39,70,1.051,77,1.5,1,22.22,8.24,98.61
15,1.053,1.015,4.94,19,70,1.042,60,3.5,0.5,20,4.92,18.37
20,15.8711,4.13215,4.83,24,90,13.3,67,3.1,0.5,20,6.38,70.57
19,1.058,1.014,42.17,22,75,1.05,68,3.1,0.35,21,5.76,38.71
22,1.05,1.009,3.51,27.2,75,1.041,68,2.7,1,16.5,5.44,16.29
20.82,1.078,1.015,6.28,28.39,60,1.057,73,1.3,0.35,21.11,8.22,135.1
22,1.068,1.014,17.56,27.5,60,1.054,70,2.7,1,18,7.04,20.61
15.14,1.08,1.013,4.09,17.03,60,1.071,70,1.5,0.35,20,8.74,30.84
20.82,1.06,1.015,44.1,28.39,60,1.044,70,1.5,0.5,17.78,5.87,48.27
20.82,1.065,1.016,11.22,30.28,90,1.045,80,1.75,1.5,12.78,6.48,97.64
20.82,14.9661,4.66644,32.79,28.39,90,11.1,70,1.5,0.75,19.44,5.59,16.32
42.02,1.061,1.011,6.04,52.62,60,1.049,80,1.25,0.75,20,6.61,29.96
49.21,19.8516,5.18053,6.87,56.78,60,17.4,78,1.25,0.5,18.89,8.13,109.23
36,1.058,1.012,4.1,43.5,90,1.048,70,2.9,0.5,22,5.99,24.23
40,1.054,1.013,5.84,45,60,1.048,70,3,0.5,21,5.39,17.15
20,1.054,1.01,7.92,28.5,30,1.038,65,3,1.25,18,5.75,46.3
20.06,1.042,1.012,4.06,24.61,60,1.035,70,1.5,1,12.78,4,24.24
23,1.067,1.019,7.31,26,60,1.059,70,2.6,0.75,18,6.2,63.37
37.85,1.071,1.015,6.1,43.53,60,1.062,70,1.25,0.5,20,7.33,91.06
45.42,1.081,1.019,19.04,54.89,90,1.067,70,1.5,0.75,16.67,8.07,22.16
42,1.053,1.012,28.9,50,60,1.044,75,1,1,19.5,5.28,43.9
37.85,1.063,1.014,18.98,43.53,60,1.054,70,1.5,0.75,21.11,6.43,19.65
20.82,1.071,1.018,4.09,28.39,60,1.052,70,1.5,0.75,20,7.04,83.34
20.82,1.069,1.022,18.11,28.39,90,1.05,75,1.5,1,18.33,6.14,34.67
20.82,1.064,1.016,9.07,28.39,60,1.047,72,1.5,1.75,8.89,6.37,31.48
18.93,1.076,1.014,8.01,24.61,60,1.058,70,1.3,0.35,20,8.05,57.32
20.82,1.077,1.012,28.22,24.61,60,1.065,65,1.5,1.5,15.56,8.49,46.85
48,1.052,1.012,15.53,57,70,1.044,70,3,0.75,20,5.15,19.27
41.64,1.053,1.01,4.47,49.21,60,1.044,85,1.5,0.75,32.22,5.61,22.58
18.93,1.079,1.014,6.35,24.61,60,1.061,75,1.25,0.35,20,8.55,78.53
22,1.052,1.012,7.89,28,60,1.041,78,3.46,0.75,19,5.21,43.42
20.82,1.06,1.017,18.34,32.18,60,1.039,75,1.5,0.5,18.33,5.57,31.89
22.14,1.062,1.022,30.49,25.36,60,1.051,88,1.3,0.75,20,5.19,52.17
28,12.8138,2.73543,4.05,32,65,11.3,90,4,0.5,17,5.4,40.5
43.9,1.053,1.016,9.95,48.1,60,1.048,78.5,2.9,1,18,4.85,39.01
25,1.073,1.017,31.51,30,60,1.057,75,3.5,1,16.5,7.37,46.58
11,1.037,1.011,20.16,14,60,1.029,75,3,0.75,18,3.5,20.46
48,1.077,1.012,6.39,53.1,90,1.059,72,4,1.25,19,8.95,113.96
21,1.052,1.009,7.55,30,45,1.036,80,3.5,0.5,18,5.67,42.68
18.93,1.087,1.023,10.27,28.39,75,1.052,70,1.25,1.25,17.78,8.34,78.12
18.93,1.047,1.009,6.03,28.39,60,1.031,72,1.5,0.5,20,4.88,28.14
23,1.064,1.017,10.2,30,60,1.049,75,3,0.35,12,6.14,29.15
25,1.054,1.011,5.98,28,60,1.048,70,4,0.75,18,5.69,20.81
20.82,1.086,1.011,31.87,28.39,90,1.063,66,1.5,1,27.78,9.81,55.92
115,1.052,1.012,5.24,130,60,1.046,78,3,0.75,23,5.24,31.6
23,1.058,1.012,10.8,32,60,1.041,75,3,1,20,5.96,40.95
20.82,1.052,1.014,21.21,28.39,60,1.038,75,1.5,0.75,18.33,4.95,37.77
22.71,1.052,1.016,8.63,28.39,60,1.042,72,1.5,1,20,4.76,26.69
20.82,1.053,1.008,5.09,28.39,60,1.039,80,1.25,1,22.22,5.93,37.97
37.85,1.062,1.015,4.82,45.42,75,1.05,65,1.5,0.5,20,6.1,78.7
9.46,1.062,1.019,6.64,13.25,60,1.044,60,1.5,0.75,22.78,5.6,62.49
37.85,1.074,1.018,7.39,45.42,60,1.062,70,1.1,0.5,20,7.36,39.87
26.27,1.059,1.02,42.58,32.18,90,1.048,75,1.5,0.75,20,5.14,28.16
23.66,1.046,1.01,5.73,29.34,60,1.037,70,1.3,1.25,20,4.73,22.16
20.82,1.068,1.013,6.71,26.5,60,1.054,75,1.25,0.5,18.33,7.26,70.63
29.15,1.05,1.007,4.85,28.39,60,1.052,71,0.8,0.75,21.11,5.64,35.39
20.82,1.071,1.019,5.41,24.61,60,1.06,72,1.33,0.75,17.78,6.87,50.75
18.93,1.056,1.017,14.67,26.5,60,1.04,75,1.5,0.35,-8.89,5.1,31.4
43.53,1.066,1.016,14.56,49.21,60,1.059,68,1.3,1,18.33,6.87,64.4
20.82,1.059,1.014,4.26,28.39,60,1.044,70,1.33,0.75,17.78,5.9,116.98
19.87,1.051,1.012,3.47,29.53,75,1.035,72,1.35,0.75,16.67,5.21,14.98
45,1.058,1.012,9.43,55,60,1.048,70,3,0.5,21,6.14,76.77
34.07,1.056,1.013,9.32,41.64,60,1.046,75,1.5,0.5,11.67,5.72,19.24
20.82,1.053,1.012,7.92,28.39,60,1.039,65,1.5,0.75,21.11,5.33,40.06
22.71,1.059,1.012,9.41,26.5,60,1.051,75,1.5,0.75,21.11,6.16,34.15
20,1.065,1.016,16.28,28,60,1.04,72,1.9,0.5,20,6.42,32.45
18.93,1.061,1.019,48.75,24.61,60,1.047,65,1.25,0.75,18.89,5.5,43.96
22,1.047,1.011,13.26,28.5,60,1.037,70,4,1.5,11,4.73,20.92
20.82,1.09,1.015,7.44,26.5,60,1.062,77,1.5,1,21.11,9.9,0
19.87,1.056,1.01,30.02,28.39,60,1.039,65,1.3,0.75,17.78,5.99,29.44
18.93,1.052,1.01,6.27,13.25,60,1.075,60,1.5,0.5,18.33,5.55,29.22
20.82,1.057,1.013,5.94,24.61,60,1.048,75,1.5,0.75,18.33,5.75,41.37
28,1.054,1.013,36.13,31,60,1.049,70,3,0.35,17,5.3,31.41
18.93,1.042,1.011,9.55,20.82,60,1.038,65,1.5,0.5,18.89,4.07,33.13
45.42,1.055,1.013,28.12,53,75,1.047,80,1.25,0.75,20,5.65,28.38
63,1.062,1.013,38.22,75,60,1.052,70,2.8,1,18,6.48,57.74
29,1.049,1.01,9.94,35,75,1.041,78,2.8,0.35,19,5.08,31.99
26,1.048,1.01,7.26,26,60,1.048,85,4.05,0.75,20,5,41.82
20.82,1.062,1.014,8.18,28.39,60,1.045,72,1.5,1,16.67,6.28,60.69
23,1.086,1.011,5.51,28,60,1.057,75,3.22,0.75,28,9.81,29.22
20.82,1.039,1.007,5.69,28.16,60,1.029,75,1.5,0.75,18.33,4.29,55.27
41.64,1.088,1.026,33.58,49.21,90,1.074,80,1.5,1,18.89,8.05,0
18.93,1.048,1.012,7.84,24.11,60,1.038,60,1.25,0.5,21.11,4.72,48.41
22.71,1.063,1.01,3.63,34.07,90,1.042,82,1.5,0.75,26.67,7,24.87
56.78,1.055,1.011,5.02,66.24,60,1.047,70,2,0.5,21.11,5.78,74.54
18.93,1.096,1.023,15.73,19.87,90,1.087,60,1.25,0.5,18.33,9.57,0
20.82,1.054,1.014,14.96,26.5,60,1.043,80,1.5,0.75,21.11,5.3,36.35
20.82,1.061,1.015,12.18,26.5,60,1.048,70,1.25,1.25,20,6.02,44.34
21,1.064,1.016,6.5,28.5,60,1.047,60,3,1,18,6.25,56.83
22.71,1.055,1.014,8.17,28.39,60,1.044,75,1.4,0.75,20,5.42,59.53
20.82,1.056,1.015,3.59,22.71,60,1.051,75,1.5,0.35,20,5.39,20.81
58,1.048,1.011,3.19,75,60,1.037,77,1.75,1.5,14,4.85,13.42
20.82,1.066,1.017,30.24,28.39,60,1.048,70,1.5,1.25,18.33,6.43,54.47
20.82,1.053,1.013,4.95,28.39,60,1.039,65,1.6,0.35,20,5.29,21.38
20.82,1.041,1.008,11.61,26.5,60,1.032,35,1,0.75,21.11,4.31,61.32
30.28,1.054,1.013,11.66,34.07,60,1.048,72,1.25,1,21.11,5.27,61.75
20.82,1.048,1.011,3.26,26.5,90,1.038,70,1.5,0.5,14.44,4.9,23.61
20.82,1.043,1.011,3.99,26.5,90,1.034,75,1,0.5,21.11,4.27,83.21
37.85,1.057,1.01,11.87,45.42,60,1.048,70,1.2,0.35,21.11,6.2,46.27
100,1.064,1.019,2.54,100,60,1.064,80,4,0.5,17,5.89,9.64
20.82,1.087,1.02,23.45,28.39,60,1.064,80,1.5,0.35,23.33,8.84,22.87
18.93,1.062,1.014,6.88,20.82,60,1.056,70,1.5,0.5,18.33,6.24,64.79
23.09,1.05,1.013,4,28.39,60,1.041,70,1.4,1.5,10,4.97,38.82
21,1.058,1.014,4.8,28.4,60,1.043,65,2.9,0.5,19,5.67,51.75
30.28,1.042,1.011,20.65,35.96,90,1.027,68,1.7,0.5,19.44,4.02,14.96
41.64,1.053,1.015,17.25,51.1,60,1.043,70,1.3,0.75,18.89,5.01,26.23
23,1.059,1.016,17.1,28,60,1.048,84,3,0.75,18,5.61,28.57
20.82,1.049,1.009,4.91,29.64,60,1.034,70,1.3,0.75,18.89,5.25,22.47
75.71,1.1,1.021,21.81,102.21,150,1.074,80,1.1,1.25,21.11,10.31,81.64
51.1,1.049,1.012,27.99,56.78,90,1.039,80,1.5,1.75,10,4.78,23.89
20.82,1.052,1.013,10.26,24.61,60,1.038,70,1,0.35,21.11,5.23,20.08
21,1.05,1.012,3.28,28.5,60,1.037,75,3,0.5,17,5,20.61
41.64,1.072,1.013,7.76,56.4,60,1.053,80,1.25,0.75,18.89,7.77,77.5
17,1.06,1.01,7.4,26,60,1.04,62,3,1.5,12,6.57,33.09
20.82,1.059,1.018,9.3,26.5,60,1.047,75,1.5,0.75,18.33,5.38,50.86
50,1.048,1.012,6.17,50,70,1.048,80,3.7,1,20,4.82,32.87
55,1.062,1.009,8.99,46,65,1.074,72,3,0.5,19,6.92,62.14
9.46,1.082,1.023,20.1,15.14,60,1.051,72,1.25,2,13.33,7.75,22.73
18.93,1.077,1.016,7.91,31.19,60,1.047,70,1.1,0.5,26.67,8.04,78.78
9.46,1.069,1.011,17.5,13.25,60,1.049,70,1.25,0.5,22.22,7.53,19.91
21,1.062,1.014,5.12,28.5,60,1.046,68,1.5,1,19,6.32,141.31
20.82,1.049,1.008,19.43,33.12,90,1.031,72,1.33,1.5,10,5.47,16.37
30,1.053,1.012,4.03,34,60,1.047,75,3,1,21,5.42,7.91
18.93,1.065,1.016,48.96,26.5,60,1.046,70,1.5,0.5,18.33,6.44,56.07
70,1.051,1.007,3.07,80,60,1.045,75,4,1.75,11,5.71,22.4
21,1.056,1.015,3.63,28.5,90,1.041,75,3,0.75,24,5.41,59.25
41.64,12.7066,3.36943,15.37,49.21,60,10.8,63,1.25,1.5,10,5.01,37.77
625,1.065,1.016,30.07,605,60,1.067,95,2.5,0.35,19,6.45,20.83
22.71,1.077,1.02,5.93,28.39,60,1.061,70,1.5,0.75,20,7.44,70.72
22.71,1.06,1.013,33.63,28.39,60,1.048,70,1.5,1.25,18.89,6.25,61.49
21,1.112,1.026,47.16,28.5,90,1.083,55,3,1.25,20,11.32,40.59
41.64,1.044,1.012,2.93,47.7,60,1.039,75,1.25,1.5,10,4.23,31.14
20.82,1.045,1.015,35.25,28.39,60,1.033,70,1.5,0.35,20,3.95,20.97
20.82,1.053,1.01,10.38,28.88,60,1.038,70,1.5,0.75,18.89,5.58,39.8
43.53,1.065,1.011,5.27,49.21,60,1.058,80,1.3,0.75,18.89,7.03,92.45
19.68,1.054,1.01,3.99,28.39,60,1.038,66,1.25,0.35,20,5.86,74.11
18.93,1.051,1.012,41.29,28.39,60,1.034,70,1.33,0.75,20,5.12,30.84
17.03,1.054,1.009,18.42,19.31,60,1.048,83,1.5,0.75,10,6.01,22.24
20.82,1.072,1.018,41.28,28.39,60,1.053,70,1.5,0.5,19.44,7.11,37.29
20.82,1.06,1.015,26.96,28.39,90,1.044,70,1.5,0.5,21.11,5.93,29.38
20.82,1.055,1.009,2.81,24.61,60,1.04,80,1.25,1.25,20,6,15.23
300,1.054,1.012,10.93,310,60,1.052,72,3.1,1.25,19.5,5.45,41.72
20.82,1.057,1.012,5.84,28.39,60,1.042,70,1.3,0.75,21.11,5.91,30.99
22.71,1.063,1.014,5.45,28.39,75,1.051,68,1.72,0.75,17.22,6.42,61.22
20.82,1.097,1.021,19.82,28.39,60,1.071,35,1.5,2,18.89,9.96,33.58
15,1.06,1.01,19.16,10,60,1.089,35,3,0.5,20,6.49,50.55
20.82,1.058,1.015,22.97,28.39,60,1.042,75,1.25,0.35,21.11,5.67,30.46
24,1.065,1.011,4.65,37,90,1.042,72,2.5,0.75,18,6.96,26.52
20.82,1.052,1.012,3.79,28.39,60,1.038,72,1.25,0.35,13.89,5.21,36.24
20.82,1.062,1.01,10.68,24.61,60,1.053,75,1.5,0.75,20,6.8,49.41
20.82,1.044,1.01,4.44,28.39,60,1.032,72,1.5,1,19.44,4.42,30.3
20.82,1.056,1.015,8.48,26.5,60,1.044,80,1.5,0.75,18.89,5.43,29.09
21,1.073,1.019,25.82,28.5,60,1.054,70,3,0.75,19.2,7.15,45
43.53,1.062,1.01,7.73,53.94,60,1.05,73,1.25,0.75,20,6.81,66.49
19,1.041,1.006,6.54,25,60,1.031,35,3.45,0.35,15,4.64,17.92
50,1.059,1.017,20.33,60,60,1.049,65,3,0.35,18,5.54,52.13
